Round,Player1_Move,Player2_Move,Winner,P1_Total_Score,P2_Total_Score
705,P,R,Player 1,478,72
706,P,S,Player 2,478,73
707,R,S,Player 1,479,73
708,S,S,Draw,479,73
709,S,P,Player 1,480,73
710,P,R,Player 1,481,73
711,P,R,Player 1,482,73
712,R,S,Player 1,483,73
713,R,S,Player 1,484,73
714,S,P,Player 1,485,73
715,P,P,Draw,485,73
716,P,R,Player 1,486,73
717,P,S,Player 2,486,74
718,R,S,Player 1,487,74
719,S,S,Draw,487,74
720,S,P,Player 1,488,74
721,P,R,Player 1,489,74
722,P,R,Player 1,490,74
723,R,S,Player 1,491,74
724,R,S,Player 1,492,74
725,S,P,Player 1,493,74
726,P,P,Draw,493,74
727,P,R,Player 1,494,74
728,P,S,Player 2,494,75
729,R,S,Player 1,495,75
730,S,S,Draw,495,75
731,S,P,Player 1,496,75
732,P,R,Player 1,497,75
733,P,R,Player 1,498,75
734,R,S,Player 1,499,75
735,R,S,Player 1,500,75
736,S,P,Player 1,501,75
737,P,P,Draw,501,75
738,P,R,Player 1,502,75
739,P,S,Player 2,502,76
740,R,S,Player 1,503,76
741,S,S,Draw,503,76
742,S,P,Player 1,504,76
743,P,R,Player 1,505,76
744,P,R,Player 1,506,76
745,R,S,Player 1,507,76
746,R,S,Player 1,508,76
747,S,P,Player 1,509,76
748,P,P,Draw,509,76
749,P,R,Player 1,510,76
750,P,S,Player 2,510,77
751,R,S,Player 1,511,77
752,S,S,Draw,511,77
753,S,P,Player 1,512,77
754,P,R,Player 1,513,77
755,P,R,Player 1,514,77
756,R,S,Player 1,515,77
757,R,S,Player 1,516,77
758,S,P,Player 1,517,77
759,P,P,Draw,517,77
760,P,R,Player 1,518,77
761,P,S,Player 2,518,78
762,R,S,Player 1,519,78
763,S,S,Draw,519,78
764,S,P,Player 1,520,78
765,P,R,Player 1,521,78
766,P,R,Player 1,522,78
767,R,S,Player 1,523,78
768,R,S,Player 1,524,78
769,S,P,Player 1,525,78
770,P,P,Draw,525,78
771,P,R,Player 1,526,78
772,P,S,Player 2,526,79
773,R,S,Player 1,527,79
774,S,S,Draw,527,79
775,S,P,Player 1,528,79
776,P,R,Player 1,529,79
777,P,R,Player 1,530,79
778,R,S,Player 1,531,79
779,R,S,Player 1,532,79
780,S,P,Player 1,533,79
781,P,P,Draw,533,79
782,P,R,Player 1,534,79
783,P,S,Player 2,534,80
784,R,S,Player 1,535,80
785,S,S,Draw,535,80
786,S,P,Player 1,536,80
787,P,R,Player 1,537,80
788,P,R,Player 1,538,80
789,R,S,Player 1,539,80
790,R,S,Player 1,540,80
791,S,P,Player 1,541,80
792,P,P,Draw,541,80
793,P,R,Player 1,542,80
794,R,S,Player 1,543,80
795,R,S,Player 1,544,80
796,S,P,Player 1,545,80
