Round,Player1_Move,Player2_Move,Winner,P1_Total_Score,P2_Total_Score
147,R,S,Player 1,110,37
148,R,P,Player 2,110,38
149,S,P,Player 1,111,38
150,P,R,Player 1,112,38
151,R,S,Player 1,113,38
152,R,P,Player 2,113,39
153,S,P,Player 1,114,39
154,P,R,Player 1,115,39
155,R,S,Player 1,116,39
156,R,P,Player 2,116,40
157,S,P,Player 1,117,40
158,P,R,Player 1,118,40
159,R,S,Player 1,119,40
160,R,P,Player 2,119,41
161,S,P,Player 1,120,41
162,P,R,Player 1,121,41
163,R,S,Player 1,122,41
164,R,P,Player 2,122,42
165,S,P,Player 1,123,42
166,P,R,Player 1,124,42
167,R,S,Player 1,125,42
168,R,P,Player 2,125,43
169,S,P,Player 1,126,43
170,P,R,Player 1,127,43
171,R,S,Player 1,128,43
172,R,P,Player 2,128,44
173,S,P,Player 1,129,44
174,P,R,Player 1,130,44
175,R,S,Player 1,131,44
176,R,P,Player 2,131,45
177,S,P,Player 1,132,45
178,P,R,Player 1,133,45
179,R,S,Player 1,134,45
180,R,P,Player 2,134,46
181,S,P,Player 1,135,46
182,P,R,Player 1,136,46
183,R,S,Player 1,137,46
184,R,P,Player 2,137,47
185,S,P,Player 1,138,47
186,P,R,Player 1,139,47
187,R,S,Player 1,140,47
188,R,P,Player 2,140,48
189,S,P,Player 1,141,48
190,P,R,Player 1,142,48
191,R,S,Player 1,143,48
192,R,P,Player 2,143,49
193,S,P,Player 1,144,49
194,P,R,Player 1,145,49
195,R,S,Player 1,146,49
196,R,P,Player 2,146,50
197,S,P,Player 1,147,50
198,P,R,Player 1,148,50
199,R,S,Player 1,149,50
200,R,P,Player 2,149,51
201,S,P,Player 1,150,51
202,P,R,Player 1,151,51
203,R,S,Player 1,152,51
204,R,P,Player 2,152,52
205,S,P,Player 1,153,52
206,P,R,Player 1,154,52
207,R,S,Player 1,155,52
208,R,P,Player 2,155,53
209,S,P,Player 1,156,53
210,P,R,Player 1,157,53
211,R,S,Player 1,158,53
212,R,P,Player 2,158,54
213,S,P,Player 1,159,54
214,P,R,Player 1,160,54
215,R,S,Player 1,161,54
216,S,P,Player 1,162,54
217,S,R,Player 2,162,55
218,P,R,Player 1,163,55
219,R,S,Player 1,164,55
220,S,P,Player 1,165,55
221,S,R,Player 2,165,56
222,P,R,Player 1,166,56
223,R,S,Player 1,167,56
224,S,P,Player 1,168,56
225,S,R,Player 2,168,57
226,P,R,Player 1,169,57
227,R,S,Player 1,170,57
228,S,P,Player 1,171,57
229,S,R,Player 2,171,58
230,P,R,Player 1,172,58
231,R,S,Player 1,173,58
232,S,P,Player 1,174,58
233,S,R,Player 2,174,59
234,P,R,Player 1,175,59
235,R,S,Player 1,176,59
236,S,P,Player 1,177,59
237,S,R,Player 2,177,60
238,P,R,Player 1,178,60
239,R,S,Player 1,179,60
240,S,P,Player 1,180,60
241,S,R,Player 2,180,61
242,P,R,Player 1,181,61
243,R,S,Player 1,182,61
244,S,P,Player 1,183,61
245,S,R,Player 2,183,62
246,P,R,Player 1,184,62
247,R,S,Player 1,185,62
248,S,P,Player 1,186,62
249,S,R,Player 2,186,63
250,P,R,Player 1,187,63
251,R,S,Player 1,188,63
252,S,P,Player 1,189,63
253,S,R,Player 2,189,64
254,P,R,Player 1,190,64
255,R,S,Player 1,191,64
256,S,P,Player 1,192,64
257,S,R,Player 2,192,65
258,P,R,Player 1,193,65
259,R,S,Player 1,194,65
260,S,P,Player 1,195,65
261,S,R,Player 2,195,66
262,P,R,Player 1,196,66
263,R,S,Player 1,197,66
264,S,P,Player 1,198,66
265,S,R,Player 2,198,67
266,P,R,Player 1,199,67
267,R,S,Player 1,200,67
